"RAZÃO SOCIAL";"NOME FANTASIA";"CNPJ";"NATUREZA JURIDICA";"DATA INICIO OPERAÇÃO";"PORTE";"SITUAÇÃO";"TIPO ATIVIDADE";"SUBTIPO ATIVIDADE";"CEP";"UF";"LOCALIDADE";"BAIRRO";"LOGRADOURO";"TELEFONE";"FAX";"E-MAIL2";"E-MAIL3";"SITE";"CÓDIGO CERTIFICADO";"CÓDIGO E DESCRIÇÃO CNAE";"CAPACIDADE DE LUGARES";"LINGUAS"
"IPANEMA GRILL LTDA";"IPANEMA GRILL";"05.303.654/0001-08";"Sociedade Empresária";"08/11/2002";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";91751160;"RS";"Porto Alegre";"Cavalhada";"AVENIDA EDUARDO PRADO, 1940, LOJA 204";"(51) 3244-1010";"";"";"";"";"23.038038.15.0001-3";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"IPANEMA SUSHI COMERCIO DE ALIMENTOS LTDA";"IPANEMA SUSHI";"09.298.166/0001-00";"Sociedade Empresária";"";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";22410060;"RJ";"Rio de Janeiro";"Ipanema";"AV. HENRIQUE DUMONT 65 LOJA C";"(21) 2512-1116";"(21) 2512-1116";"";"";"";"19.038398.15.0001-8";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(Inglês)"
"IRACEMA ZARPELON PEDRUZZI";"ANDIAMO MANGIARE RISTORANTE ";"08.848.793/0001-05";"Sociedade Empresária";"24/05/2007";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";90220010;"RS";"Porto Alegre";"Floresta";"RUA 18 DE NOVEMBRO, 81";"(51) 3024-0518";"(51) 3029-0518";"";"";"TAISPEDRUZZI@HOTMAIL.COM";"23.036777.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"IRACI HEBERLE CHURRASCARIA - ME";"CHURRASCARIA E LANCHONETE SÃO LUIZ";"05.992.964/0001-87";"Empresário Individual (Não MEI)";"";"Empresa de Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";79620340;"MS";"Três Lagoas";"Jardim Brasília";"AVENIDA RANULPHO MARQUES LEAL, 3370";"(67) 3522-9302";"(67) 6521-9360";"churrascariasaoluiz@gmail.com";"";"";"12.044605.15.0001-8";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";150;"(""Nenhuma das Opções"")"
"IRAMAR FOREQUE ME";"POUSADA E PAMONHARIA DA ROÇA";"27.998.228/0001-79";"Sociedade Empresária";"05/01/1984";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";29196010;"ES";"Aracruz";"Jacupemba (Jacupemba)";"RODOVIA BR101 KM 177                                        ";"(27) 3275-1361";"";"pamonhariadaroca@yahoo.com.br";"";"";"08.041191.15.0001-5";"5510-8/01-POUSADA
 (Primário), 5611-2/01-SELF-SERVICE; SERVIÇO DE ALIMENTAÇÃO (Secundário)";;"("""")"
"IRMÃOS FRIZZO & CIA LTDA";"LANCHONETE E CHURRASCARIA FRIZZO";"76.783.877/0001-68";"Sociedade Empresária";"";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";85601970;"PR";"Francisco Beltrão";"Centro";"ROD. PR 483 KM 18";"(46) 3524-2325";"";"";"";"";"18.040427.15.0001-7";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(Espanhol)"
"IRMÃOS GONZATTI ME";"RESTAURANTE PONTO 1";"80.948.888/0001-28";"Sociedade Empresária";"02/10/1988";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";89887000;"SC";"Palmitos";"Palmitos";"AV BRASIL 888 2º PISO";"(49) 3647-3333";"(49) 3647-1352";"";"";"";"24.036152.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(""Alemão,Inglês,Italiano"")"
"IRMÃOS SCHROETER LTDA";"SUPERMERCADO PARANAENSE IGA";"15.087.034/0001-32";"Sociedade Empresária";"";"Médio Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";78850000;"MT";"Primavera do Leste";"Primavera do Leste";"AV. CAMPO GRANDE, Nº 371";"(66) 3498-4748";"";"";"";"";"13.039979.15.0001-9";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"IRMAS CAIXETA LTDA ME";"MADE IN BRAZIL";"03.589.711/0001-31";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";70340902;"DF";"Brasília";"Asa Sul";"SRTVS Q 701 ED. PALACIO DO RADIO II LOJAS 104/116";"(XX) 3037-6626";"";"irmascaixeta@gmail.com";"";"";"07.045078.15.0001-4";"5611-2/01-A KILO; ALIMENTAÇÃO, COMIDA, REFEIÇÃO (Primário)";200;"(""Nenhuma das Opções"")"
"ISA DORIS MARTINS FERNANDES E CIA LTDA";"BON  APPETIT";"08.204.270/0001-26";"Sociedade Empresária";"25/07/2006";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";97050421;"RS";"Santa Maria";"Centro";"  R TUIUTI, 2373  /SALA  01";"(05) 5302-2735";"";"";"";"";"23.037747.15.0001-6";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"ISABELLI HOTEL, PIZZARIA E RESTAURANTE LTDA. - ME";"ISABELLI HOTEL, PIZZARIA E RESTAURANTE";"02.577.846/0001-14";"Sociedade Empresária";"01/04/1998";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";37410000;"MG";"Três Corações";"Três Corações";"AV. PRESIDENTE GETÚLIO VARGAS, 172";"(35) 3235-2121";"(35) 3231-4776";"";"";"";"11.040961.15.0001-3";"5510-8/01-HOTEL (Primário), 5611-2/01-RESTAURANTES E SIMILARES (Secundário)";;"("""")"
"ISAIAS DA SILVA RODRIGUES";"LANCHONETE E RESTAURANTE PASSARÃO";"06.188.500/0001-85";"Sociedade Empresária";"18/02/2004";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";78195000;"MT";"Chapada dos Guimarães";"Chapada dos Guimarães";"RUA. GOV. FERNANDO CORREA, 763- CENTRO";"(65) 3301-2801";"";"";"";"";"13.037183.15.0001-9";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"ISLEIDE MARIA BARRETO DE NEGREIROS RIBEIRO-ME";"SABOR DA TERRA";"02.343.571/0001-54";"Sociedade Empresária";"";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";64770000;"PI";"São Raimundo Nonato";"São Raimundo Nonato";"RUA DR RAUL MACEDO 50 ";"(89) 3582-3395";"(89) 3563-1399";"";"";"";"17.038059.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"ISRAEL VIEIRA DE CASTRO ME";"CHURRASCARIA O ISRAEL";"10.199.251/0001-09";"Sociedade Empresária";"18/07/2008";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";62790000;"CE";"Redenção";"Redenção";"RUA EDMILSON MEDEIROS, 119";"(85) 3332-1286";"";"";"";"";"06.037174.15.0001-4";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"ITABORAÇAI LANCHES E REFEIÇÕES LTDA-ME";"ITABORALIGHT";"05.097.686/0001-02";"Sociedade Empresária";"02/07/2002";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";24800000;"RJ";"Itaboraí";"Itaboraí";"RUA PRES. COSTA E SILVA, 215 LOJA 1";"(21) 2635-3441";"";"";"";"";"19.037124.15.0001-9";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"ITACYR MARIO ME";"RESTAURANTE E CHOPERIA RECANTO DA PRAÇA";"84.590.132/0001-00";"Sociedade Empresária";"";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";76980000;"RO";"Vilhena";"Vilhena";"RUA PORTO VELHO Nº 325";"(69) 3321-1388";"";"";"";"";"21.042313.15.0001-3";"5611-2/01-A KILO; ALIMENTAÇÃO, COMIDA, REFEIÇÃO (Primário)";;"("""")"
"ITALIANA RESTAURANTE LTDA";"ITALIANA RESTAURANTE";"06.315.401/0001-17";"Sociedade Empresária";"17/06/2004";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";74810907;"GO";"Goiânia";"Jardim Goiás";"AV. JAMEL CECILIO N-3300 LOJA -T-60";"(62) 3531-1403";"";"";"";"";"09.036349.15.0001-3";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"ITAPOÃ CARNE DE SOL LTDA";"ITAPOÃ CARNE DE SOL BAR E RESTAURANTE";"01.708.516/0001-58";"Sociedade Empresária";"";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";71020687;"DF";"Guará";"Guará I";"QI 22 BLOCO B LOJA 37";"(61) 3382-2534";"";"";"";"";"07.042116.15.0001-3";"5611-2/02-BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS (Primário)";;"("""")"
"ITATUR CANTINHO DO TURISTA LTDA";"ITATUR CANTINHO DO TURISTA";"04.940.744/0002-28";"Sociedade Empresária";"06/06/2002";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";84300000;"PR";"Tibagi";"Tibagi";"BR 153 KM 185 ALDEIA DOS PIONEIROS SITIO CAPÃO GRANDE";"(42) 3275-2137";"(42) 3275-2137";"";"";"WWW.ITAYTYBA.COM.BR";"18.022834.15.0002-2";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"ITU GRILL RESTAURANTE E PIZZARIA LTDA ME";"ITU GRILL RESTAURANTE E PIZZARIA LTDA ME";"06.956.667/0001-49";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";1231001;"SP";"São Paulo";"Santa Cecília";"RUA BARONESA DE ITU, 281";"(11) 3825-6270";"";"marcelo.seara1@terra.com.br";"";"";"26.042602.15.0001-5";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";110;"(Inglês)"
"IVAN LOPES VALENTIN ";"RESTAURANTE TABATINGA";"09.390.533/0001-00";"Sociedade Empresária";"";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";69470000;"AM";"Tefé";"Tefé";"ESTRADA DO AEROPORTO NR 941  MONTE CASTELO";"(97) 3343-5459";"";"";"";"";"03.039030.15.0001-8";"5611-2/01-A KILO; ALIMENTAÇÃO, COMIDA, REFEIÇÃO (Primário)";;"(Espanhol)"
"IVANETE DE BORBA BOSO ME";"RESTAURANTE DALNETE";"04.452.282/0001-19";"Sociedade Empresária";"01/02/1990";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";88270000;"SC";"Nova Trento";"Nova Trento";"RUA MADRE PAULINA, 4189";"(48) 3267-0213";"";"";"";"WWW.RESIDENCIALAMIGOS.COM.BR";"24.042897.15.0001-6";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"IVANILDE MARTINS DOS SANTOS GONZAGA";"BAR GARÇA BRANCA";"12.233.485/0001-42";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Bar";76520000;"GO";"Nova Crixás";"Nova Crixás";"RUA ARAGUAIA SN Q 13 L 02 ";"(62) 3341-3287";"";"ivanildeflutuante@hotmail.com";"";"";"09.042684.15.0001-4";"5611-2/02-BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS (Primário), 7911-2/00-AGÊNCIA DE VIAGEM; SERVIÇO DE (Secundário), 5510-8/01-HOTEL (Secundário)";25;"(Espanhol)"
"IVINA MICHELLY NECO RABELO";"HOTEL E RESTAURANTE PADRE CICERO";"11.223.830/0001-02";"Empresário Individual (Não MEI)";"";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";62760000;"CE";"Baturité";"Baturité";"RUA FRANCISCO FRANCELINO, 1425";"(85) 3347-0102";"";"hotelpadrecicero@hotmail.com";"";"www.hotelpadrecicero.com.br";"06.044418.15.0001-1";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";150;"(""Nenhuma das Opções"")"
"IVONE D. P. NUNES - ME";"RESTAURANTE BEIRA RIO";"10.684.516/0001-56";"Empresário Individual (Não MEI)";"";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";78840000;"MT";"Campo Verde";"Campo Verde";"ROD. TICO DE CAMPOS, S/N, MT 251";"(65) 9607-8001";"";"tania_almeidabarros@hotmail.com";"";"";"13.044737.15.0001-9";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";80;"(""Nenhuma das Opções"")"
"IZABELLE LAGO PEREIRA";"OFF- PRICE";"11.740.525/0002-60";"Sociedade Empresária";"";"Empresa de Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Bar";75690000;"GO";"Caldas Novas";"Caldas Novas";"AVENIDA ELIAS BUFAIÇAL SN GLEBA 2 A";"(64) 3454-7579";"";"degmar@goldendolphin.com.br";"";"";"09.044239.15.0002-3";"5611-2/01-SELF-SERVICE; SERVIÇO DE ALIMENTAÇÃO (Primário)";150;"("""")"
"IZAEL COELHO ME";"DELICIA D´EPANHA";"05.026.849/0001-58";"Sociedade Empresária";"";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Cafeteria";88385000;"SC";"Penha";"Penha";"RUA INACIO FRANCISCO DE SOUZA, 1597";"(47) 9136-9728";"(48) 3624-0265";"";"";"www.restaurantelindomar.com.br";"24.038995.15.0001-0";"5611-2/03-LANCHERIA; SERVIÇO DE ALIMENTAÇÃO (Primário)";;"("""")"
"IZANETE MADALOZO E FILHOS LTDA - EPP";"RESTAURANTE MADALOZO";"85.065.613/0001-60";"Sociedade Empresária";"16/06/1992";"Empresa de Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";83350000;"PR";"Morretes";"Morretes";"RUA ALMIRANTE FREDERICO DE OLIVEIRA, 16 CENTRO";"(41) 3462-1410";"(41) 3462-1648";"reserva@madalozo.com.br";"taniabml@gmail.com";"www.madalozo.com.br";"18.034808.15.0001-8";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";650;"(""Francês,Inglês"")"
"J C COMERCIO DE ALIMENTOS LTDA";"JULIETTO";"09.264.021/0001-99";"Sociedade Empresária";"12/12/2007";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";55012290;"PE";"Caruaru";"Maurício de Nassau";"AV AGAMENON MAGALHÃES, Nº 444 - 2º PISO - LJ 74";"(81) 3302-5996";"(81) 3302-5994";"juliett@julietto.com.br";"";"WWW.JULIETTO.COM.BR";"16.037443.15.0001-5";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";0;"(""Nenhuma das Opções"")"
"J D DE VASCONCELOS ME";"AUTO ASTRAL SUCOS";"05.066.478/0001-38";"Sociedade Empresária";"";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";59090100;"RN";"Natal";"Ponta Negra";"AVENIDA ERIVAN FRANCA, 102";"(84) 4141-4438";"";"";"";"";"20.038196.15.0001-7";"5611-2/03-LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES (Primário)";;"(""Inglês,Italiano"")"
"J DO NASCIMENTO ARAUJO";"BAR E RESTAURANTE CHAMPAGNE";"01.150.473/0001-38";"Sociedade Empresária";"03/11/2005";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";78110400;"MT";"Várzea Grande";"Centro";"AV. COUTO MAGALHÃES, Nº 434, CENTRO";"(65) 3637-4364";"";"";"";"";"13.037796.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"J L VEZENTINI & CIA LTDA";"PALAZZO";"04.111.939/0001-84";"Sociedade Empresária";"26/10/2000";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";90030140;"RS";"Porto Alegre";"Centro";"AVENIDA ALBERTO BINS";"(51) 3212-6431";"(51) 3212-6431";"";"";"";"23.037978.15.0001-3";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(Espanhol)"
"J M DE FREITAS RESTAURANTE";"RESTAURANTE ITALIANINHO";"08.349.732/0001-01";"Sociedade Empresária";"";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";70302000;"DF";"Brasília";"Asa Sul";"SCS QD 2 BL. C N 99 ED. SAO PAULO";"(61) 3046-0097";"(61) 9978-6126";"";"";"";"07.038432.15.0001-7";"5611-2/01-A KILO; ALIMENTAÇÃO, COMIDA, REFEIÇÃO (Primário)";;"("""")"
"J M P COMERCIO DE ALIMENTOS SEVERINA LTDA";"RESTAURANTE SEVERINA";"14.042.373/0001-30";"Sociedade Empresária";"";"Empresa de Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";71936250;"DF";"Taguatinga";"Sul (Águas Claras)";"AV. ARAUCARIAS LOTE 1.325 LOJA 24 ";"(61) 9116-6304";"";"selecao.severina@gmail.com";"";"";"07.044253.15.0001-1";"5611-2/01-A QUILO; SERVIÇO DE ALIMENTAÇÃO (Primário), 5611-2/01-A KILO; ALIMENTAÇÃO, COMIDA, REFEIÇÃO (Secundário)";100;"(Espanhol)"
"J N BARRETO - ME";"LANCHONETE E RESTAURANTE SANTA TEREZINHA";"10.720.514/0001-75";"Sociedade Empresária";"13/08/1986";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";59770000;"RN";"Patu";"Patu";"RUA CAPITÃO JOSÉ SEVERINO, Nº 240";"";"";"";"";"";"20.036097.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"J O DA SILVA SANTOS";"RESTAURANTE PRATHUS E EVENTOS";"84.261.742/0001-60";"Sociedade Empresária";"";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";68040050;"PA";"Santarém";"Aldeia";"AVENIDA MENDONÇA, 2946";"(93) 2101-1883";"(93) 2101-1883";"guahyba_santarem@yahoo.com.br";"";"";"14.044150.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Primário), 8230-0/01-ORGANIZAÇÃO, PRODUÇÃO E PROMOÇÃO DE EVENTOS, EXCETO CULTURAIS E ESPORTIVOS, SERVIÇOS DE (Secundário)";;"("""")"
"J P F DOS SANTOS & CIA LTDA";"PIZZARIA FRAGATA";"08.322.704/0001-92";"Sociedade Empresária";"19/06/2006";"Médio Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";91010001;"RS";"Porto Alegre";"São João";"AV ASSIS  BRASIL 864";"(51) 3061-4059";"";"";"";"";"23.035085.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"J R SCHOICHET & CIA LTDA - ME";"BAR DO VICTOR";"00.268.860/0001-00";"Sociedade Empresária";"";"Médio Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";82200070;"PR";"Curitiba";"São Lourenço";"RUA LIVIO MOREIRA, 284";"(41) 3353-1920";"(41) 3353-1920";"";"";"www.pierdovictor.com.br";"18.042104.15.0001-5";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(""Francês,Inglês,Espanhol"")"
"J. BERGAMASCHI & CIA LTDA";"GRINGO GASTRONOMIA";"90.131.350/0001-80";"Sociedade Empresária";"";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";95780000;"RS";"Montenegro";"Montenegro";"RUA JOAO PESSOA, 1065";"(51) 3632-5555";"";"";"";"";"23.040429.15.0001-3";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(""Inglês,Italiano,Espanhol"")"
"J. CLAUCIUS SOUSA MACHADI LTDA";"CARLITU'S BAR E RESTAURANTE";"10.493.912/0001-04";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";64220000;"PI";"Luís Correia";"Luís Correia";"AV TERESINA Nº 4447";"(86) 9426-8918";"";"carlitus@bol.com.br";"";"";"17.041640.15.0001-2";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";0;"("""")"
"J. FERNANDO PAULO DE OLIVEIRA - ME";"PALHOÇA BEIRA MAR";"04.489.008/0001-14";"Empresário Individual (Não MEI)";"01/06/2001";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";62840000;"CE";"Beberibe";"Beberibe";"AV. BEIRA MAR, S/N - MORRO BRANCO";"(85) 8724-5715";"(85) 9913-2729";"mariaalvanichagas@gmail.com";"";"";"06.034137.15.0001-7";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";250;"(""Nenhuma das Opções"")"
"J. M. GERHARDT &CIA LTDA ME";"KIKARRINHOAV GENERAL OSORIO, 409 E";"03.992.538/0001-18";"Sociedade Empresária";"";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Cafeteria";89802210;"SC";"Chapecó";"Centro";"AV. GENERAL OSORIO, 409 E";"(49) 9106-0531";"";"";"";"";"24.043180.15.0001-5";"5611-2/03-LANCHERIA; SERVIÇO DE ALIMENTAÇÃO (Primário)";;"("""")"
"J.A MOREIRA";"SKINA DO SABOR";"10.475.441/0001-01";"Sociedade Empresária";"14/11/2008";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Bar";38190000;"MG";"Sacramento";"Sacramento";"AV. CAPITÃO BORGES, 200 SALA 01 - CENTRO ";"(34) 3351-5141";"";"";"";"";"11.036463.15.0001-4";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"J.A.C. JUNCA RESTAURANTE";"TOUCH SCOOT BEER";"07.336.173/0001-24";"Sociedade Empresária";"04/04/2005";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";28035045;"RJ";"Campos dos Goytacazes";"Parque Tamandaré";"RUA BRUNO DE AZEVEDO, Nº 76";"(22) 2733-4484";"";"";"";"";"19.036275.15.0001-9";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"J.A.S. PEREIRA";"CACHOEIRA DE NOSSA SENHORA DO ROSARIO";"07.893.448/0001-20";"Sociedade Empresária";"";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";72980000;"GO";"Pirenópolis";"Pirenópolis";"ROD GO 338 KM 25 A DIREITA 8 KM SN FAZENDA ARARAS ZONA RURAL";"(62) 9952-8515";"";"";"";"";"09.041747.15.0001-1";"5590-6/02-CAMPING; SERVIÇO DE ALOJAMENTO (Primário), 5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(Espanhol)"
"J.C.A. MILK SHAKE LTDA ME";"MISTURA GELADA - MILK SHAKE";"10.475.871/0001-15";"Sociedade Empresária";"";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Cafeteria";79600040;"MS";"Três Lagoas";"Centro";"RUA PARANAÍBA, 214";"(67) 9225-7221";"(67) 3521-6321";"anapbarros@ibest.com.br";"apbm72@hotmail.com";"";"12.041692.15.0001-0";"5611-2/03-SORVETERIA; SERVIÇO DE ALIMENTAÇÃO (Primário), 5611-2/03-LANCHONETE; SERVIÇO DE ALIMENTAÇÃO (Primário)";;"(Inglês)"
"J.C.M. GRILL ALIMENTOS LTDA ME";"CONFRARIA ESPECIALISTA EM CARNES";"11.289.974/0001-53";"Sociedade Empresária";"29/10/2009";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";79830903;"MS";"Dourados";"Jardim Caramuru";"AV. MARCELINO PIRES, 3600 LA 14 E 15";"(67) 8138-5992";"";"thiago@contabilcruzeirodosul.com.br";"";"";"12.033477.15.0001-8";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";120;"(Inglês)"
"J.F MARQUES LOBATO - ME";"LANCHE DO MIRANDA";"12.531.127/0001-16";"Sociedade Empresária";"15/09/2010";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";69735000;"AM";"Presidente Figueiredo";"Presidente Figueiredo";"ESTRADA AM 240 - KM 78 - S/N - Z. RURAL - BARRAGEM VILA BALB";"(92) 3324-1480";"";"";"";"";"03.037766.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"J.J DANNI LTDA ME";"PUB AL CAPONE";"07.714.668/0001-40";"Sociedade Empresária";"01/12/2005";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Bar";88495000;"SC";"Garopaba";"Garopaba";"RUA PREFEITO JOAO ORESTES DE ARAUJO, 416";"(48) 3254-3899";"(48) 3254-3899";"";"";"";"24.036329.15.0001-3";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(Inglês)"
"J.L.C. DOS SANTOS RESTAURANTE-ME";"PAREDÃO FILMES";"36.477.370/0001-61";"Sociedade Empresária";"01/04/1991";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";27580000;"RJ";"Itatiaia";"Itatiaia";"AV. DAS MAGUEIRAS, Nº 1.849 LOTE 47";"(24) 3351-2179";"";"";"";"";"19.036517.15.0001-1";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"J.L.S.M COMERCIAL LTDA";"KHAN EL KHALILI EGYPT";"50.765.403/0001-08";"Sociedade Empresária";"06/07/1982";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Bar";4106062;"SP";"São Paulo";"Vila Mariana";"RUA DR JOSÉ QUEIROZ 320";"(11) 5571-3209";"";"";"";"WWW.KAHNEKHALILI.COM.BR";"26.034570.15.0001-5";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"J.M SCHISLER & CIA LTDA - ME";"RESTAURANTE CANJÃO";"85.006.815/0001-30";"Sociedade Empresária";"";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";85010030;"PR";"Guarapuava";"Centro";"RUA DR. LARANJEIRAS. 841";"(42) 3623-5003";"";"";"";"";"18.043352.15.0001-8";"5611-2/01-RESTAURANTES E SIMILARES (Secundário)";;"("""")"
"J.PATRÍCIO SOBRINHO RESTAURANTE ME";"BAR E CHURRASCARIA JOÃO DA BAIXADA";"08.576.229/0001-80";"Sociedade Empresária";"05/02/2007";"Médio Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";62960000;"CE";"Tabuleiro do Norte";"Tabuleiro do Norte";"RUA MARIA ALARCON, 943";"(88) 8834-1382";"";"";"";"";"06.033036.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"J.R MONTEIRO-ME";"BOM APETITE  SABOR NORTE SUL";"05.248.142/0001-96";"Sociedade Empresária";"";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";68900080;"AP";"Macapá";"Central";"COMPLEXO TURISTICO BEIRA RIO, QUIOSQUE 14";"(96) 3223-7452";"";"";"";"";"04.038478.15.0001-0";"5611-2/01-A PESO; ALIMENTAÇÃO, COMIDA, REFEIÇÃO (Primário)";;"("""")"
